area,date,area_phase
tayeeglow,2011-04-01,3.5809500412552344
waajid,2011-04-01,2.9999295284447967
rab dhuure,2011-04-01,3.290359753125929
garbahaarey,2011-04-01,3.200186799151071
baardheere,2011-04-01,2.1004931283061
belet xaawo,2011-04-01,3.0694318701482377
ceel waaq,2011-04-01,2.1285621258966634
doolow,2011-04-01,3.8596471567241393
luuq,2011-04-01,3.6009017450971887
bu'aale,2011-04-01,2.2709878897777656
jilib,2011-04-01,2.2489571868994425
saakow,2011-04-01,2.1416105835545083
kismaayo,2011-04-01,2.0787065381879017
afmadow,2011-04-01,2.0131701597932725
badhaadhe,2011-04-01,2.0
jamaame,2011-04-01,2.794812895987884
banadir,2011-01-01,3.925816734070082
borama,2011-01-01,2.000000542525538
baki,2011-01-01,2.0
lughaye,2011-01-01,2.0
zeylac,2011-01-01,2.000001179763974
hargeysa,2011-01-01,2.000000864082358
berbera,2011-01-01,2.0
gebiley,2011-01-01,2.0000004960965807
burco,2011-01-01,2.0000007339236827
buuhoodle,2011-01-01,2.0000016163826064
owdweyne,2011-01-01,2.000000291671702
sheikh,2011-01-01,2.0
laas caanood,2011-01-01,2.0002498794389205
caynabo,2011-01-01,2.0
taleex,2011-01-01,2.853751443380657
xudun,2011-01-01,2.2507337224034885
ceerigaabo,2011-01-01,2.942286043326571
ceel afweyn,2011-01-01,2.0
laasqoray,2011-01-01,3.284098839480277
bossaso,2011-01-01,2.779796104319191
bandarbeyla,2011-01-01,2.1740489546975823
caluula,2011-01-01,3.0
iskushuban,2011-01-01,2.4967452549450817
qandala,2011-01-01,2.912629290982453
qardho,2011-01-01,2.000024931876911
garoowe,2011-01-01,2.380431277969974
burtinle,2011-01-01,3.999960668285205
eyl,2011-01-01,3.2281731414578045
gaalkacyo,2011-01-01,4.0
galdogob,2011-01-01,4.0
hobyo,2011-01-01,3.887202952670585
jariiban,2011-01-01,3.8231488880568736
xarardheere,2011-01-01,3.659293929911516
dhuusamarreeb,2011-01-01,4.0
cabudwaaq,2011-01-01,4.0
cadaado,2011-01-01,4.0
ceel buur,2011-01-01,4.0
ceel dheer,2011-01-01,3.752352364869846
belet weyne,2011-01-01,3.999999139796699
bulo burto,2011-01-01,4.0
jalalaqsi,2011-01-01,4.0
jowhar,2011-01-01,3.2018681236990654
adan yabaal,2011-01-01,3.9991401015450094
balcad,2011-01-01,3.283208616024092
cadale,2011-01-01,4.0
marka,2011-01-01,2.0
afgooye,2011-01-01,2.002041679158127
baraawe,2011-01-01,2.0
kurtunwaarey,2011-01-01,2.0
qoryooley,2011-01-01,2.0
sablaale,2011-01-01,2.0
wanla weyn,2011-01-01,2.004702385107367
baydhaba,2011-01-01,2.002207010614061
buur hakaba,2011-01-01,2.0009205323063104
diinsoor,2011-01-01,2.0
qansax dheere,2011-01-01,2.0041653782403155
xudur,2011-01-01,3.498677937774457
ceel barde,2011-01-01,3.9999979398527743
tayeeglow,2011-01-01,3.5809500412552344
waajid,2011-01-01,2.9999295284447967
rab dhuure,2011-01-01,3.290359753125929
garbahaarey,2011-01-01,3.2001867991510715
baardheere,2011-01-01,2.0009545583766
belet xaawo,2011-01-01,3.0694318701482377
ceel waaq,2011-01-01,2.076240332968126
doolow,2011-01-01,3.8596471567241393
luuq,2011-01-01,3.6009017450971887
bu'aale,2011-01-01,2.2709878897777656
jilib,2011-01-01,2.2489571868994425
saakow,2011-01-01,2.141278325777736
kismaayo,2011-01-01,2.0787065381879017
afmadow,2011-01-01,2.0131701597932725
badhaadhe,2011-01-01,2.0
jamaame,2011-01-01,2.794812895987884
banadir,2020-10-01,2.0
borama,2020-10-01,2.179480069575437
baki,2020-10-01,2.2414357790793424
lughaye,2020-10-01,2.984093102331064
zeylac,2020-10-01,2.8055043906064348
hargeysa,2020-10-01,2.000000219386706
berbera,2020-10-01,2.360279343177053
gebiley,2020-10-01,1.999999346824316
burco,2020-10-01,2.143541911591233
buuhoodle,2020-10-01,2.0020359197974504
owdweyne,2020-10-01,2.179233901347944
sheikh,2020-10-01,2.082699921404681
laas caanood,2020-10-01,2.6975609619469734
caynabo,2020-10-01,2.8874437948070653
taleex,2020-10-01,3.0
xudun,2020-10-01,3.0
ceerigaabo,2020-10-01,3.0
ceel afweyn,2020-10-01,2.805334775158067
laasqoray,2020-10-01,3.0
bossaso,2020-10-01,3.0
bandarbeyla,2020-10-01,3.0
caluula,2020-10-01,3.0
iskushuban,2020-10-01,3.0
qandala,2020-10-01,3.0
qardho,2020-10-01,3.0
garoowe,2020-10-01,2.809991192146368
burtinle,2020-10-01,2.0
eyl,2020-10-01,2.648512874164352
gaalkacyo,2020-10-01,2.0
galdogob,2020-10-01,2.0
hobyo,2020-10-01,2.0
jariiban,2020-10-01,2.000314418478113
xarardheere,2020-10-01,2.0
dhuusamarreeb,2020-10-01,1.9977188517369933
cabudwaaq,2020-10-01,2.0
cadaado,2020-10-01,2.0
ceel buur,2020-10-01,1.8868764209268791
ceel dheer,2020-10-01,2.0
belet weyne,2020-10-01,1.5920437888364174
bulo burto,2020-10-01,1.3765220339863222
jalalaqsi,2020-10-01,1.6467270059722985
jowhar,2020-10-01,2.017239473564032
adan yabaal,2020-10-01,1.2293439015174197
balcad,2020-10-01,1.8627544250644708
cadale,2020-10-01,1.279084764412676
marka,2020-10-01,1.610706044473644
afgooye,2020-10-01,2.0006458167308625
baraawe,2020-10-01,1.0684773294742176
kurtunwaarey,2020-10-01,1.2310149386459517
qoryooley,2020-10-01,1.4610468591538828
sablaale,2020-10-01,1.1549258735463055
wanla weyn,2020-10-01,1.4880552961272766
baydhaba,2020-10-01,2.558821744893403
buur hakaba,2020-10-01,2.423478274719954
diinsoor,2020-10-01,2.393967226631605
qansax dheere,2020-10-01,2.0211635244921897
xudur,2020-10-01,1.343529977789589
ceel barde,2020-10-01,1.0000041203780836
tayeeglow,2020-10-01,1.9854741200358472
waajid,2020-10-01,2.017898163871182
rab dhuure,2020-10-01,1.0000050334793755
garbahaarey,2020-10-01,2.0
baardheere,2020-10-01,1.999816309728348
belet xaawo,2020-10-01,2.0
ceel waaq,2020-10-01,2.0
doolow,2020-10-01,2.000005730814349
luuq,2020-10-01,1.9988934315412128
bu'aale,2020-10-01,1.4098059705557846
jilib,2020-10-01,1.6647352621051557
saakow,2020-10-01,1.2677955211330758
kismaayo,2020-10-01,1.3496729227803428
afmadow,2020-10-01,1.0854844649691575
badhaadhe,2020-10-01,1.210447311598967
jamaame,2020-10-01,2.596027401684322
banadir,2017-06-01,2.017384673029702
borama,2017-06-01,2.1794800695749297
baki,2017-06-01,2.241435779079357
lughaye,2017-06-01,2.98409310233107
zeylac,2017-06-01,2.8040311201856443
hargeysa,2017-06-01,2.248668907263254
berbera,2017-06-01,2.360279343177053
gebiley,2017-06-01,2.0000004960965714
burco,2017-06-01,2.8264127136667314
buuhoodle,2017-06-01,3.000001616397411
owdweyne,2017-06-01,2.8386308431405345
sheikh,2017-06-01,2.0826999214046853
laas caanood,2017-06-01,3.0
caynabo,2017-06-01,2.974613750919884
taleex,2017-06-01,3.0
xudun,2017-06-01,3.0
ceerigaabo,2017-06-01,2.68996952440274
ceel afweyn,2017-06-01,2.409424891826118
laasqoray,2017-06-01,2.510635184849374
bossaso,2017-06-01,2.303268879874796
bandarbeyla,2017-06-01,2.826164466115731
caluula,2017-06-01,3.0
iskushuban,2017-06-01,2.5033289700600605
qandala,2017-06-01,2.9986236733646137
qardho,2017-06-01,3.0
garoowe,2017-06-01,3.0
burtinle,2017-06-01,3.0
eyl,2017-06-01,2.99984421337728
gaalkacyo,2017-06-01,3.0
galdogob,2017-06-01,3.0
hobyo,2017-06-01,2.999921222758632
jariiban,2017-06-01,2.8233506743602
xarardheere,2017-06-01,3.0
dhuusamarreeb,2017-06-01,2.9977188517369933
cabudwaaq,2017-06-01,3.0
cadaado,2017-06-01,3.0
ceel buur,2017-06-01,3.771658247679756
ceel dheer,2017-06-01,3.001582667356991
belet weyne,2017-06-01,3.094465551164648
bulo burto,2017-06-01,3.1974649500057177
jalalaqsi,2017-06-01,3.284610042056644
jowhar,2017-06-01,2.006422402980374
adan yabaal,2017-06-01,2.9687571659255028
balcad,2017-06-01,2.1283893880631948
cadale,2017-06-01,2.9703163212065484
marka,2017-06-01,3.385258327169944
afgooye,2017-06-01,2.017453283090751
baraawe,2017-06-01,3.929398930888049
kurtunwaarey,2017-06-01,2.4437546795834333
qoryooley,2017-06-01,2.220252523454621
sablaale,2017-06-01,2.0761374490632525
wanla weyn,2017-06-01,2.0017252708603377
baydhaba,2017-06-01,4.0
buur hakaba,2017-06-01,3.769381392732382
diinsoor,2017-06-01,4.0
qansax dheere,2017-06-01,3.988042423881269
xudur,2017-06-01,4.0
ceel barde,2017-06-01,3.99903731177896
tayeeglow,2017-06-01,3.997650618571411
waajid,2017-06-01,4.0
rab dhuure,2017-06-01,4.0
garbahaarey,2017-06-01,2.349153501511914
baardheere,2017-06-01,2.210995570373466
belet xaawo,2017-06-01,2.069668311470678
ceel waaq,2017-06-01,2.0523065701531507
doolow,2017-06-01,2.526120581771694
luuq,2017-06-01,2.4960990677944515
bu'aale,2017-06-01,2.793606176438181
jilib,2017-06-01,2.6612525147375647
saakow,2017-06-01,2.310185617760492
kismaayo,2017-06-01,2.000161487677711
afmadow,2017-06-01,2.1007236552104525
badhaadhe,2017-06-01,2.842763706745373
jamaame,2017-06-01,2.4017973673090403
banadir,2015-07-01,2.0
borama,2015-07-01,2.3588290199592525
baki,2015-07-01,2.072359135119963
lughaye,2015-07-01,2.0
zeylac,2015-07-01,2.0000011799837307
hargeysa,2015-07-01,2.0
berbera,2015-07-01,2.0
gebiley,2015-07-01,2.0
burco,2015-07-01,2.0
buuhoodle,2015-07-01,2.0
owdweyne,2015-07-01,2.0
sheikh,2015-07-01,2.0
laas caanood,2015-07-01,2.0
caynabo,2015-07-01,2.0
taleex,2015-07-01,2.0
xudun,2015-07-01,2.0
ceerigaabo,2015-07-01,2.0
ceel afweyn,2015-07-01,2.0
laasqoray,2015-07-01,2.0
bossaso,2015-07-01,2.0
bandarbeyla,2015-07-01,2.0
caluula,2015-07-01,2.0
iskushuban,2015-07-01,2.0
qandala,2015-07-01,2.0
qardho,2015-07-01,2.0
garoowe,2015-07-01,2.0
burtinle,2015-07-01,2.0
eyl,2015-07-01,2.0
gaalkacyo,2015-07-01,2.0
galdogob,2015-07-01,2.0
hobyo,2015-07-01,2.0
jariiban,2015-07-01,2.0
xarardheere,2015-07-01,2.0
dhuusamarreeb,2015-07-01,2.0
cabudwaaq,2015-07-01,2.0
cadaado,2015-07-01,2.0
ceel buur,2015-07-01,2.0
ceel dheer,2015-07-01,2.0
belet weyne,2015-07-01,2.1641414516393427
bulo burto,2015-07-01,2.261323695974036
jalalaqsi,2015-07-01,2.4564896612838267
jowhar,2015-07-01,2.0942972438148697
adan yabaal,2015-07-01,2.0
balcad,2015-07-01,2.0004069170575534
cadale,2015-07-01,2.0
marka,2015-07-01,2.0
afgooye,2015-07-01,2.0
baraawe,2015-07-01,2.0
kurtunwaarey,2015-07-01,1.9989409107365024
qoryooley,2015-07-01,1.846524556581288
sablaale,2015-07-01,1.6797064688673595
wanla weyn,2015-07-01,1.3401444224460346
baydhaba,2015-07-01,2.0
buur hakaba,2015-07-01,1.9995982685039213
diinsoor,2015-07-01,2.0
qansax dheere,2015-07-01,2.0
xudur,2015-07-01,2.0
ceel barde,2015-07-01,2.0
tayeeglow,2015-07-01,2.0
waajid,2015-07-01,2.0030761972862514
rab dhuure,2015-07-01,2.901154574441564
garbahaarey,2015-07-01,2.0
baardheere,2015-07-01,1.999816309728385
belet xaawo,2015-07-01,2.0
ceel waaq,2015-07-01,2.0
doolow,2015-07-01,2.0
luuq,2015-07-01,2.000546749569928
bu'aale,2015-07-01,2.372215923402285
jilib,2015-07-01,1.9881895543023955
saakow,2015-07-01,1.8299024728071585
kismaayo,2015-07-01,1.442462705870975
afmadow,2015-07-01,1.592584784825582
badhaadhe,2015-07-01,1.8620566876866949
jamaame,2015-07-01,1.999939392365921
banadir,2011-10-01,4.020004299550193
borama,2011-10-01,2.0
baki,2011-10-01,2.0
lughaye,2011-10-01,2.0
zeylac,2011-10-01,2.0001862378570068
hargeysa,2011-10-01,2.000443440255041
berbera,2011-10-01,2.0007919442970934
gebiley,2011-10-01,2.0
burco,2011-10-01,2.8064240669323537
buuhoodle,2011-10-01,3.0000013733207243
owdweyne,2011-10-01,2.5632173225712616
sheikh,2011-10-01,2.068205161722849
laas caanood,2011-10-01,3.0
caynabo,2011-10-01,2.9749127210003308
taleex,2011-10-01,3.426875721697443
xudun,2011-10-01,3.125366861199412
ceerigaabo,2011-10-01,3.470338326501074
ceel afweyn,2011-10-01,3.0
laasqoray,2011-10-01,3.285354272130492
bossaso,2011-10-01,2.9984003469127805
bandarbeyla,2011-10-01,3.174255904360627
caluula,2011-10-01,3.055231923942805
iskushuban,2011-10-01,3.093316089027747
qandala,2011-10-01,3.0
qardho,2011-10-01,3.0001478337914547
garoowe,2011-10-01,3.0
burtinle,2011-10-01,3.0
eyl,2011-10-01,3.262961925870255
gaalkacyo,2011-10-01,3.0
galdogob,2011-10-01,3.0
hobyo,2011-10-01,3.182246124246613
jariiban,2011-10-01,3.177165530410336
xarardheere,2011-10-01,3.902925999680981
dhuusamarreeb,2011-10-01,3.002333336458173
cabudwaaq,2011-10-01,3.0
cadaado,2011-10-01,3.0
ceel buur,2011-10-01,3.2793145952383247
ceel dheer,2011-10-01,4.0
belet weyne,2011-10-01,3.579236984350074
bulo burto,2011-10-01,3.985148688835919
jalalaqsi,2011-10-01,4.004706124783077
jowhar,2011-10-01,4.001433510410307
adan yabaal,2011-10-01,4.000018949993852
balcad,2011-10-01,4.997086047623619
cadale,2011-10-01,4.996959506135278
marka,2011-10-01,5.0
afgooye,2011-10-01,4.998081279764393
baraawe,2011-10-01,5.0
kurtunwaarey,2011-10-01,4.85669786309744
qoryooley,2011-10-01,4.842971856721975
sablaale,2011-10-01,4.679197245739024
wanla weyn,2011-10-01,4.000355980649277
baydhaba,2011-10-01,5.0
buur hakaba,2011-10-01,4.87605534048824
diinsoor,2011-10-01,5.0
qansax dheere,2011-10-01,4.995498793277949
xudur,2011-10-01,4.996601744052911
ceel barde,2011-10-01,4.0
tayeeglow,2011-10-01,4.946486291531347
waajid,2011-10-01,5.0
rab dhuure,2011-10-01,4.904525232273251
garbahaarey,2011-10-01,3.446912713002989
baardheere,2011-10-01,3.279500627785777
belet xaawo,2011-10-01,3.069431870140355
ceel waaq,2011-10-01,3.052321792928546
doolow,2011-10-01,3.8596528875194114
luuq,2011-10-01,3.605505349905596
bu'aale,2011-10-01,4.000924725614078
jilib,2011-10-01,4.001883773420166
saakow,2011-10-01,3.4852150804962507
kismaayo,2011-10-01,3.4424627058712867
afmadow,2011-10-01,3.547400334075086
badhaadhe,2011-10-01,3.85072240667592
jamaame,2011-10-01,3.9999393923659214
banadir,2020-06-01,2.0
borama,2020-06-01,2.0
baki,2020-06-01,2.0
lughaye,2020-06-01,2.0
zeylac,2020-06-01,2.0
hargeysa,2020-06-01,2.0
berbera,2020-06-01,2.0
gebiley,2020-06-01,1.9999997891038528
burco,2020-06-01,2.000000734026039
buuhoodle,2020-06-01,2.000001616746463
owdweyne,2020-06-01,2.000000291769112
sheikh,2020-06-01,2.0
laas caanood,2020-06-01,2.0000000000212337
caynabo,2020-06-01,2.0
taleex,2020-06-01,2.0
xudun,2020-06-01,2.0
ceerigaabo,2020-06-01,2.0
ceel afweyn,2020-06-01,2.0
laasqoray,2020-06-01,2.0
bossaso,2020-06-01,2.0
bandarbeyla,2020-06-01,2.0
caluula,2020-06-01,2.0
iskushuban,2020-06-01,2.0
qandala,2020-06-01,2.0
qardho,2020-06-01,2.0
garoowe,2020-06-01,2.0
burtinle,2020-06-01,2.0000000000250613
eyl,2020-06-01,2.0
gaalkacyo,2020-06-01,2.9984490528761043
galdogob,2020-06-01,3.0
hobyo,2020-06-01,2.759731769810791
jariiban,2020-06-01,2.0
xarardheere,2020-06-01,2.0
dhuusamarreeb,2020-06-01,2.992308736812604
cabudwaaq,2020-06-01,3.0
cadaado,2020-06-01,3.0
ceel buur,2020-06-01,2.4210944400653736
ceel dheer,2020-06-01,2.0
belet weyne,2020-06-01,2.012608414413248
bulo burto,2020-06-01,1.3913733451742434
jalalaqsi,2020-06-01,1.6467289745972389
jowhar,2020-06-01,2.018672983973823
adan yabaal,2020-06-01,1.9477535666757992
balcad,2020-06-01,2.1680583605476325
cadale,2020-06-01,1.970316321206548
marka,2020-06-01,2.484115076604392
afgooye,2020-06-01,2.226367841411083
baraawe,2020-06-01,2.0684773294742183
kurtunwaarey,2020-06-01,1.5683997477606435
qoryooley,2020-06-01,1.6799839078232746
sablaale,2020-06-01,1.3439128423336666
wanla weyn,2020-06-01,1.4518470306438602
baydhaba,2020-06-01,2.0
buur hakaba,2020-06-01,1.8850193437229184
diinsoor,2020-06-01,2.0
qansax dheere,2020-06-01,2.0045325745990508
xudur,2020-06-01,1.9966017435234893
ceel barde,2020-06-01,1.0000032967130468
tayeeglow,2020-06-01,1.947516531321683
waajid,2020-06-01,2.0
rab dhuure,2020-06-01,1.843330482338952
garbahaarey,2020-06-01,2.1188300380118075
baardheere,2020-06-01,2.109243722448044
belet xaawo,2020-06-01,2.0
ceel waaq,2020-06-01,2.0
doolow,2020-06-01,2.3175685029154467
luuq,2020-06-01,2.1280727329313827
bu'aale,2020-06-01,1.7078151286884815
jilib,2020-06-01,1.962914151586686
saakow,2020-06-01,1.5007705384854382
kismaayo,2020-06-01,1.3496729227802875
afmadow,2020-06-01,1.186232668977583
badhaadhe,2020-06-01,1.210447311598958
jamaame,2020-06-01,2.598090993641704
banadir,2014-10-01,2.0
borama,2014-10-01,2.0
baki,2014-10-01,2.0
lughaye,2014-10-01,2.0
zeylac,2014-10-01,2.0001862378646447
hargeysa,2014-10-01,2.0
berbera,2014-10-01,2.0
gebiley,2014-10-01,2.0
burco,2014-10-01,2.0
buuhoodle,2014-10-01,2.0
owdweyne,2014-10-01,2.0
sheikh,2014-10-01,2.0
laas caanood,2014-10-01,2.0
caynabo,2014-10-01,2.0
taleex,2014-10-01,2.0
xudun,2014-10-01,2.0
ceerigaabo,2014-10-01,2.0
ceel afweyn,2014-10-01,2.0
laasqoray,2014-10-01,2.0
bossaso,2014-10-01,2.0
bandarbeyla,2014-10-01,2.174255904360624
caluula,2014-10-01,2.055231923942808
iskushuban,2014-10-01,2.093316089027749
qandala,2014-10-01,2.0
qardho,2014-10-01,2.0001478337914538
garoowe,2014-10-01,2.0
burtinle,2014-10-01,2.0
eyl,2014-10-01,2.262961925870256
gaalkacyo,2014-10-01,2.0
galdogob,2014-10-01,2.0
hobyo,2014-10-01,2.112797047318065
jariiban,2014-10-01,2.177165530410337
xarardheere,2014-10-01,2.3407060700818314
dhuusamarreeb,2014-10-01,2.0
cabudwaaq,2014-10-01,2.0
cadaado,2014-10-01,2.0
ceel buur,2014-10-01,2.0
ceel dheer,2014-10-01,2.247647635119492
belet weyne,2014-10-01,2.229595392094
bulo burto,2014-10-01,2.355133357959009
jalalaqsi,2014-10-01,2.618326580159274
jowhar,2014-10-01,2.0023532837621407
adan yabaal,2014-10-01,2.000859898473592
balcad,2014-10-01,2.0
cadale,2014-10-01,2.0
marka,2014-10-01,2.0
afgooye,2014-10-01,2.0
baraawe,2014-10-01,2.0
kurtunwaarey,2014-10-01,2.0
qoryooley,2014-10-01,2.0
sablaale,2014-10-01,2.0
wanla weyn,2014-10-01,2.000355980649271
baydhaba,2014-10-01,2.001977350156429
buur hakaba,2014-10-01,2.000460266154403
diinsoor,2014-10-01,2.0
qansax dheere,2014-10-01,2.002456228038364
xudur,2014-10-01,2.285736355460118
ceel barde,2014-10-01,2.0
tayeeglow,2014-10-01,2.5773438206185126
waajid,2014-10-01,2.807179696132852
rab dhuure,2014-10-01,2.007425480036473
garbahaarey,2014-10-01,2.683703579389268
baardheere,2014-10-01,2.000293588985308
belet xaawo,2014-10-01,3.0
ceel waaq,2014-10-01,2.128562125898658
doolow,2014-10-01,2.701626633770571
luuq,2014-10-01,2.8940113314903826
bu'aale,2014-10-01,2.373389254420374
jilib,2014-10-01,1.9881895543023955
saakow,2014-10-01,1.830333794856887
kismaayo,2014-10-01,1.442462705870975
afmadow,2014-10-01,1.549044714387926
badhaadhe,2014-10-01,1.8639774001539204
jamaame,2014-10-01,1.9989214590408555
borama,2018-06-01,2.5392949636028983
baki,2018-06-01,2.3201181055076856
lughaye,2018-06-01,2.984093102331064
zeylac,2018-06-01,2.804031120204034
hargeysa,2018-06-01,2.4127052340937505
berbera,2018-06-01,2.360279343177053
gebiley,2018-06-01,2.453844305283664
burco,2018-06-01,2.0000007339236365
buuhoodle,2018-06-01,2.0000016163825123
owdweyne,2018-06-01,2.0000002916716846
sheikh,2018-06-01,2.0
laas caanood,2018-06-01,2.0
caynabo,2018-06-01,2.0
taleex,2018-06-01,2.0
xudun,2018-06-01,2.0
ceerigaabo,2018-06-01,2.0
ceel afweyn,2018-06-01,2.0426358944573844
laasqoray,2018-06-01,2.0
bossaso,2018-06-01,2.0
bandarbeyla,2018-06-01,2.0
caluula,2018-06-01,2.0
iskushuban,2018-06-01,2.0
qandala,2018-06-01,2.0
qardho,2018-06-01,2.0
garoowe,2018-06-01,2.0
burtinle,2018-06-01,2.0
eyl,2018-06-01,2.0
gaalkacyo,2018-06-01,2.0
galdogob,2018-06-01,2.0
hobyo,2018-06-01,2.0
jariiban,2018-06-01,2.0
xarardheere,2018-06-01,2.0
dhuusamarreeb,2018-06-01,1.9977188517369937
cabudwaaq,2018-06-01,2.0
cadaado,2018-06-01,2.0
ceel buur,2018-06-01,2.4821513306466283
ceel dheer,2018-06-01,2.3898236204313514
belet weyne,2018-06-01,1.553322118378185
bulo burto,2018-06-01,1.3013593612532266
jalalaqsi,2018-06-01,1.520545814964396
jowhar,2018-06-01,1.4616200670481183
adan yabaal,2018-06-01,1.948844754412215
balcad,2018-06-01,1.770208733077807
cadale,2018-06-01,1.9703163212065484
marka,2018-06-01,1.961077214180824
afgooye,2018-06-01,1.2595507998019346
baraawe,2018-06-01,2.0
kurtunwaarey,2018-06-01,1.3373848091146907
qoryooley,2018-06-01,1.2199102382607965
sablaale,2018-06-01,1.1908920831687988
wanla weyn,2018-06-01,1.0362082654834126
baydhaba,2018-06-01,2.0
buur hakaba,2018-06-01,1.884934262288489
diinsoor,2018-06-01,2.0
qansax dheere,2018-06-01,2.004532574599061
xudur,2018-06-01,1.1717649888947943
ceel barde,2018-06-01,1.000004120294565
tayeeglow,2018-06-01,1.4927370600179235
waajid,2018-06-01,1.508949081935591
rab dhuure,2018-06-01,1.0000050334792745
garbahaarey,2018-06-01,2.1188300380117893
baardheere,2018-06-01,1.899178920857284
belet xaawo,2018-06-01,1.9993619301925376
ceel waaq,2018-06-01,2.0
doolow,2018-06-01,1.79183144857913
luuq,2018-06-01,2.127117115384786
bu'aale,2018-06-01,1.4054638016306682
jilib,2018-06-01,1.9622797640246736
saakow,2018-06-01,1.1947421223166232
kismaayo,2018-06-01,1.3496729227803428
afmadow,2018-06-01,1.0859247302241477
badhaadhe,2018-06-01,1.1998918865505952
jamaame,2018-06-01,2.598090993641773
banadir,2017-10-01,2.0173846730292584
borama,2017-10-01,3.179477719301725
baki,2017-10-01,3.2414357790793424
lughaye,2017-10-01,3.984093102331064
zeylac,2017-10-01,3.805503210641132
hargeysa,2017-10-01,2.999999891405682
berbera,2017-10-01,3.360279343177053
gebiley,2017-10-01,2.9999983295961568
burco,2017-10-01,3.142987089604733
buuhoodle,2017-10-01,3.0000016163825123
owdweyne,2017-10-01,3.1792339013479443
sheikh,2017-10-01,3.0826999214046813
laas caanood,2017-10-01,2.9999832196029783
caynabo,2017-10-01,3.0000000000000004
taleex,2017-10-01,2.9993022587040508
xudun,2017-10-01,3.0
ceerigaabo,2017-10-01,3.31003047559726
ceel afweyn,2017-10-01,3.438545777789334
laasqoray,2017-10-01,3.4874931558347857
bossaso,2017-10-01,2.6982343410173013
bandarbeyla,2017-10-01,2.1738578190945583
caluula,2017-10-01,3.0
iskushuban,2017-10-01,2.497082171263257
qandala,2017-10-01,2.908227465132221
qardho,2017-10-01,2.0000097690808483
garoowe,2017-10-01,2.1902588203001097
burtinle,2017-10-01,3.0
eyl,2017-10-01,2.614190071274061
gaalkacyo,2017-10-01,3.0
galdogob,2017-10-01,3.0
hobyo,2017-10-01,3.239799146787945
jariiban,2017-10-01,3.0
xarardheere,2017-10-01,4.0
dhuusamarreeb,2017-10-01,3.621150668939561
cabudwaaq,2017-10-01,3.0
cadaado,2017-10-01,3.347748844503516
ceel buur,2017-10-01,3.7231410604353736
ceel dheer,2017-10-01,4.0
belet weyne,2017-10-01,2.6086337075062898
bulo burto,2017-10-01,2.409104092757413
jalalaqsi,2017-10-01,2.6487385517402577
jowhar,2017-10-01,2.202145611069427
adan yabaal,2017-10-01,2.952056260212523
balcad,2017-10-01,2.434092011982428
cadale,2017-10-01,2.9703163212065484
marka,2017-10-01,2.4769621375764355
afgooye,2017-10-01,2.0174532830906906
baraawe,2017-10-01,2.931522670525782
kurtunwaarey,2017-10-01,2.1063698704687392
qoryooley,2017-10-01,2.000973189591406
sablaale,2017-10-01,2.037871324003928
wanla weyn,2017-10-01,2.036208265483413
baydhaba,2017-10-01,3.0
buur hakaba,2017-10-01,2.884934262288489
diinsoor,2017-10-01,3.0
qansax dheere,2017-10-01,2.9954674254009386
xudur,2017-10-01,2.996601743523585
ceel barde,2017-10-01,2.0000020601472825
tayeeglow,2017-10-01,2.996614315530666
waajid,2017-10-01,3.0
rab dhuure,2017-10-01,2.9986518727690155
garbahaarey,2017-10-01,2.348689765625358
baardheere,2017-10-01,2.2105973168037183
belet xaawo,2017-10-01,2.0696683114706573
ceel waaq,2017-10-01,2.0523065701531293
doolow,2017-10-01,2.5261205817624446
luuq,2017-10-01,2.494184658701626
bu'aale,2017-10-01,2.000157503570974
jilib,2017-10-01,2.368514391791777
saakow,2017-10-01,2.00263895034517
kismaayo,2017-10-01,2.255644810077429
afmadow,2017-10-01,2.0
badhaadhe,2017-10-01,2.207148369782642
jamaame,2017-10-01,2.4017973673090403
banadir,2013-07-01,2.0
borama,2013-07-01,2.1805290277467124
baki,2013-07-01,2.2406670284078007
lughaye,2013-07-01,2.9605454180798647
zeylac,2013-07-01,2.7159808007474533
hargeysa,2013-07-01,2.0
berbera,2013-07-01,2.359550274278864
gebiley,2013-07-01,2.0
burco,2013-07-01,2.0
buuhoodle,2013-07-01,2.0
owdweyne,2013-07-01,2.0
sheikh,2013-07-01,2.0
laas caanood,2013-07-01,2.0
caynabo,2013-07-01,2.0
taleex,2013-07-01,2.0
xudun,2013-07-01,2.0
ceerigaabo,2013-07-01,2.0
ceel afweyn,2013-07-01,2.0
laasqoray,2013-07-01,2.0
bossaso,2013-07-01,2.0
bandarbeyla,2013-07-01,2.0
caluula,2013-07-01,2.0
iskushuban,2013-07-01,2.0
qandala,2013-07-01,2.0
qardho,2013-07-01,2.0
garoowe,2013-07-01,2.0
burtinle,2013-07-01,2.0
eyl,2013-07-01,2.0
gaalkacyo,2013-07-01,2.0
galdogob,2013-07-01,2.0
hobyo,2013-07-01,2.1127182700699385
jariiban,2013-07-01,2.0
xarardheere,2013-07-01,2.3407060700818314
dhuusamarreeb,2013-07-01,2.0
cabudwaaq,2013-07-01,2.0
cadaado,2013-07-01,2.0
ceel buur,2013-07-01,2.0
ceel dheer,2013-07-01,2.2476476351194923
belet weyne,2013-07-01,2.0000008422034754
bulo burto,2013-07-01,2.0
jalalaqsi,2013-07-01,2.0
jowhar,2013-07-01,2.0
adan yabaal,2013-07-01,2.000859898473592
